id,Nombre,Apellido,Email,ciclo_1,ciclo_2,ciclo_3,Email.1,apps usadas
Annette,Logan,annette.logan.980@gslingacademy.com,19.8,19.8,16.6,,,
Tamara,Long,tamara.long.981@gslingacademy.com,17.4,17.8,17.8,,,
John,Baker,john.baker.982@gslingacademy.com,13.8,19.6,12.8,,,
Justin,Lynch,justin.lynch.983@gslingacademy.com,19.4,15.8,14.0,,,
Daniel,Knight,daniel.knight.984@gslingacademy.com,17.2,16.6,17.8,,,
Angelica,Jones,angelica.jones.985@gslingacademy.com,12.4,12.4,16.4,,,
Lance,Nelson,lance.nelson.986@gslingacademy.com,20.0,17.6,19.8,,,
Katherine,Jacobson,katherine.jacobson.987@gslingacademy.com,17.2,19.2,18.4,,,
Corey,Taylor,corey.taylor.988@gslingacademy.com,16.4,15.2,14.4,,,
Laura,Russell,laura.russell.989@gslingacademy.com,19.0,16.8,13.0,,,
Arthur,Harris,arthur.harris.990@gslingacademy.com,16.8,15.8,16.8,,,
Victoria,Garcia,victoria.garcia.991@gslingacademy.com,15.4,15.2,17.8,,,
David,Gonzales,david.gonzales.992@gslingacademy.com,13.4,14.2,17.6,,,
Charles,Thomas,charles.thomas.993@gslingacademy.com,13.6,19.6,12.4,,,
Oscar,Gonzalez,oscar.gonzalez.994@gslingacademy.com,19.6,18.2,19.2,,,
Sarah,Miller,sarah.miller.995@gslingacademy.com,16.0,15.8,16.6,,,
Eric,Davis,eric.davis.996@gslingacademy.com,19.6,18.6,17.8,,,
Patrick,Martin,patrick.martin.997@gslingacademy.com,17.4,15.2,15.2,,,
Susan,Schmidt,susan.schmidt.998@gslingacademy.com,19.6,16.6,17.0,,,
Brett,Bell,brett.bell.999@gslingacademy.com,14.6,14.8,16.2,,,
Dennis,Summers,dennis.summers.1000@gslingacademy.com,17.8,13.0,14.6,,,
Brandon,Smith,brandon.smith.1001@gslingacademy.com,15.4,15.6,15.8,,,
Nicole,Williams,nicole.williams.1002@gslingacademy.com,18.4,19.2,19.0,,,
Rachel,Frye,rachel.frye.1003@gslingacademy.com,10.6,19.8,15.8,,,
Tyler,Cabrera,tyler.cabrera.1004@gslingacademy.com,16.2,16.8,14.8,,,
Maureen,Jones,maureen.jones.1005@gslingacademy.com,11.6,16.2,13.8,,,
Pamela,Green,pamela.green.1006@gslingacademy.com,16.8,15.4,19.6,,,
Jeffery,Mcdonald,jeffery.mcdonald.1007@gslingacademy.com,12.4,19.6,16.2,,,
Austin,Matthews,austin.matthews.1008@gslingacademy.com,12.6,15.2,18.6,,,
Jacqueline,Allen,jacqueline.allen.1009@gslingacademy.com,19.0,15.4,16.2,,,
Joanna,Dominguez,joanna.dominguez.1010@gslingacademy.com,19.4,12.8,12.6,,,
Brian,Griffin,brian.griffin.1011@gslingacademy.com,14.8,18.6,12.6,,,
Dean,Lee,dean.lee.1012@gslingacademy.com,18.8,15.0,14.4,,,
Denise,Rodriguez,denise.rodriguez.1013@gslingacademy.com,15.8,19.0,18.4,,,
Brendan,Rivera,brendan.rivera.1014@gslingacademy.com,20.0,18.4,12.8,,,
Jackson,Smith,jackson.smith.1015@gslingacademy.com,15.0,18.6,12.0,,,
Craig,Weber,craig.weber.1016@gslingacademy.com,15.4,16.0,18.2,,,
Joseph,Carpenter,joseph.carpenter.1017@gslingacademy.com,13.0,17.2,18.6,,,
Sarah,Tucker,sarah.tucker.1018@gslingacademy.com,18.4,16.4,14.0,,,
Steven,Hernandez,steven.hernandez.1019@gslingacademy.com,9.8,16.2,14.4,,,
Robert,Foley,robert.foley.1020@gslingacademy.com,16.4,13.0,16.0,,,
Michael,Carr,michael.carr.1021@gslingacademy.com,13.2,14.6,17.0,,,
Walter,Herrera,walter.herrera.1022@gslingacademy.com,17.4,16.2,13.6,,,
Sarah,Mckinney,sarah.mckinney.1023@gslingacademy.com,13.4,16.2,18.0,,,
Jacob,Nguyen,jacob.nguyen.1024@gslingacademy.com,14.8,12.8,14.6,,,
Mary,Garza,mary.garza.1025@gslingacademy.com,13.2,16.8,15.0,,,
Jesse,Hawkins,jesse.hawkins.1026@gslingacademy.com,19.4,14.0,14.2,,,
Jordan,Boyd,jordan.boyd.1027@gslingacademy.com,12.2,16.4,14.6,,,
Latoya,Mullins,latoya.mullins.1028@gslingacademy.com,16.2,16.0,17.6,,,
Jill,Armstrong,jill.armstrong.1029@gslingacademy.com,16.6,15.0,19.6,,,
Aaron,Peterson,aaron.peterson.1030@gslingacademy.com,14.0,10.2,15.4,,,
April,Greene,april.greene.1031@gslingacademy.com,13.8,18.8,12.8,,,
Theodore,Gomez,theodore.gomez.1032@gslingacademy.com,8.8,16.0,18.2,,,
John,Gardner,john.gardner.1033@gslingacademy.com,13.4,17.8,13.2,,,
Joseph,Petersen,joseph.petersen.1034@gslingacademy.com,18.2,16.6,12.2,,,
Matthew,Potter,matthew.potter.1035@gslingacademy.com,15.4,19.0,18.4,,,
Linda,Munoz,linda.munoz.1036@gslingacademy.com,15.4,17.6,14.0,,,
Samantha,Stewart,samantha.stewart.1037@gslingacademy.com,19.6,16.0,19.6,,,
Michael,Reyes,michael.reyes.1038@gslingacademy.com,15.0,12.4,12.4,,,
Sarah,Murphy,sarah.murphy.1039@gslingacademy.com,18.6,18.8,19.4,,,
Derrick,Melton,derrick.melton.1040@gslingacademy.com,17.2,17.8,18.4,,,
Donna,Horne,donna.horne.1041@gslingacademy.com,16.6,18.8,16.6,,,
Natasha,Butler,natasha.butler.1042@gslingacademy.com,12.6,19.0,18.2,,,
David,Vasquez,david.vasquez.1043@gslingacademy.com,18.8,19.0,14.0,,,
Christopher,Lester,christopher.lester.1044@gslingacademy.com,17.2,16.6,15.0,,,
Martin,Franco,martin.franco.1045@gslingacademy.com,19.0,15.4,12.4,,,
Katherine,Donaldson,katherine.donaldson.1046@gslingacademy.com,12.2,18.4,16.2,,,
Harold,Daniels,harold.daniels.1047@gslingacademy.com,18.0,17.8,19.2,,,
Michael,Anderson,michael.anderson.1048@gslingacademy.com,19.6,14.2,17.0,,,
Nichole,Harrington,nichole.harrington.1049@gslingacademy.com,19.4,17.2,12.8,,,
Wendy,Clark,wendy.clark.1050@gslingacademy.com,17.4,17.8,19.6,,,
Chelsea,Taylor,chelsea.taylor.1051@gslingacademy.com,16.8,17.6,19.0,,,
Jeffrey,Knight,jeffrey.knight.1052@gslingacademy.com,12.4,17.4,16.8,,,
Katelyn,Watkins,katelyn.watkins.1053@gslingacademy.com,14.8,14.8,14.8,,,
Anne,Johnston,anne.johnston.1054@gslingacademy.com,13.6,19.2,12.6,,,
Rebecca,Carpenter,rebecca.carpenter.1055@gslingacademy.com,18.0,18.8,17.0,,,
Ashley,Baker,ashley.baker.1056@gslingacademy.com,14.4,16.0,13.0,,,
Lacey,Norris,lacey.norris.1057@gslingacademy.com,16.6,19.0,16.0,,,
Angela,Moore,angela.moore.1058@gslingacademy.com,18.2,12.4,15.0,,,
Maria,Obrien,maria.obrien.1059@gslingacademy.com,13.6,14.8,18.6,,,
Rebecca,Larsen,rebecca.larsen.1060@gslingacademy.com,17.2,19.4,15.8,,,
Amanda,Rodriguez,amanda.rodriguez.1061@gslingacademy.com,17.0,12.4,17.2,,,
Patrick,Clark,patrick.clark.1062@gslingacademy.com,18.8,18.6,18.8,,,
Janet,Morrison,janet.morrison.1063@gslingacademy.com,12.0,17.2,12.4,,,
James,Acosta,james.acosta.1064@gslingacademy.com,17.8,17.6,19.0,,,
Richard,Burke,richard.burke.1065@gslingacademy.com,14.4,14.2,17.6,,,
Donald,Contreras,donald.contreras.1066@gslingacademy.com,17.4,16.4,15.8,,,
Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,13.4,14.6,16.0,,,
Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,17.6,18.2,18.6,,,
Natasha,Morales,natasha.morales.1069@gslingacademy.com,8.6,18.8,17.6,,,
David,Mendoza,david.mendoza.1070@gslingacademy.com,16.8,16.4,12.0,,,
Melissa,Wright,melissa.wright.1071@gslingacademy.com,12.6,17.2,14.6,,,
Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,20.0,15.2,15.8,,,
Nancy,Walker,nancy.walker.1073@gslingacademy.com,11.6,17.4,14.8,,,
Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,12.2,12.0,12.0,,,
Grant,Mason,grant.mason.1075@gslingacademy.com,18.0,17.0,18.4,,,
David,Mays,david.mays.1076@gslingacademy.com,12.0,17.4,14.8,,,
Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,14.0,10.0,19.6,,,
Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,16.6,17.8,13.6,,,
Robert,Barnett,robert.barnett.1079@gslingacademy.com,18.2,17.4,12.6,,,
Dean,Sims,dean.sims.1080@gslingacademy.com,14.4,13.0,18.2,,,
Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,18.2,14.6,14.8,,,
Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,14.8,15.2,12.2,,,
Margaret,Smith,margaret.smith.1083@gslingacademy.com,18.0,16.0,18.4,,,
Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,16.4,19.2,16.6,,,
Trevor,Stark,trevor.stark.1085@gslingacademy.com,20.0,19.8,18.2,,,
Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,15.2,15.0,13.0,,,
Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,13.8,16.0,14.2,,,
Debra,Walter,debra.walter.1088@gslingacademy.com,12.2,16.2,18.6,,,
Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,16.4,17.4,12.8,,,
William,Fleming,william.fleming.1090@gslingacademy.com,16.6,19.6,13.4,,,
Brandon,Foster,brandon.foster.1091@gslingacademy.com,16.6,16.8,14.2,,,
John,Wilson,john.wilson.1092@gslingacademy.com,16.2,19.8,17.0,,,
George,Kerr,george.kerr.1093@gslingacademy.com,16.6,18.6,18.8,,,
Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,18.0,15.6,19.0,,,
Jodi,Price,jodi.price.1095@gslingacademy.com,12.4,17.8,16.4,,,
Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,19.6,14.2,14.6,,,
Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,17.8,12.2,19.6,,,
Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,12.4,17.2,13.8,,,
Steven,Allen,steven.allen.1099@gslingacademy.com,19.4,17.8,15.6,,,
Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,12.8,16.8,14.4,,,
Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,16.4,19.6,20.0,,,
Corey,Merritt,corey.merritt.1102@gslingacademy.com,14.4,14.8,16.0,,,
Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,12.2,16.4,12.2,,,
John,Klein,john.klein.1104@gslingacademy.com,18.2,11.0,19.6,,,
Rachel,Grant,rachel.grant.1105@gslingacademy.com,15.0,18.4,19.0,,,
Jose,Wood,jose.wood.1106@gslingacademy.com,18.6,18.0,15.6,,,
Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,13.6,16.2,17.8,,,
Thomas,George,thomas.george.1108@gslingacademy.com,12.4,16.4,15.4,,,
Charles,Torres,charles.torres.1109@gslingacademy.com,18.4,15.6,18.6,,,
Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,13.2,16.0,17.4,,,
Diana,Long,diana.long.1111@gslingacademy.com,14.2,16.4,16.0,,,
Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,19.8,19.6,19.2,,,
Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,19.2,18.8,19.6,,,
Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,17.6,18.4,19.2,,,
Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,16.8,18.2,14.2,,,
Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,18.2,19.6,19.2,,,
Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,20.0,17.4,18.2,,,
Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,12.6,17.4,15.8,,,
Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,16.4,18.8,18.0,,,
Melissa,Terry,melissa.terry.1120@gslingacademy.com,12.8,18.4,15.4,,,
Robin,Perez,robin.perez.1121@gslingacademy.com,20.0,18.2,18.2,,,
Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,18.8,14.0,19.4,,,
Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,17.6,19.8,19.2,,,
Mallory,Collins,mallory.collins.1124@gslingacademy.com,14.2,15.8,12.6,,,
Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,15.4,19.4,12.2,,,
Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,12.2,19.8,17.8,,,
David,Hartman,david.hartman.1127@gslingacademy.com,16.2,19.4,13.8,,,
Paul,Taylor,paul.taylor.1128@gslingacademy.com,20.0,17.8,17.0,,,
Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,12.0,15.4,16.2,,,
Emma,Jones,emma.jones.1130@gslingacademy.com,16.6,16.2,19.0,,,
Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,12.4,19.2,12.0,,,
Brett,Myers,brett.myers.1132@gslingacademy.com,14.2,18.6,18.6,,,
Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,16.8,19.0,19.4,,,
Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,16.6,16.0,15.8,,,
Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,12.4,18.0,18.2,,,
Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,17.4,16.8,12.6,,,
Julia,Day,julia.day.1137@gslingacademy.com,16.0,18.0,13.2,,,
Amber,Levy,amber.levy.1138@gslingacademy.com,16.8,14.8,13.6,,,
Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,10.6,13.0,17.6,,,
Sarah,Wells,sarah.wells.1140@gslingacademy.com,19.6,19.8,16.2,,,
Laura,Stone,laura.stone.1141@gslingacademy.com,19.2,19.6,18.6,,,
Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,11.6,16.8,14.6,,,
Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,17.4,15.6,16.4,,,
Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,19.6,15.8,19.8,,,
Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,16.2,16.4,12.8,,,
Michael,Lutz,michael.lutz.1146@gslingacademy.com,15.0,13.4,15.8,,,
Brian,Myers,brian.myers.1147@gslingacademy.com,20.0,12.6,19.4,,,
Maria,Adams,maria.adams.1148@gslingacademy.com,19.4,19.0,15.6,,,
Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,14.4,19.8,13.0,,,
Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,14.2,14.2,15.0,,,
Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,13.6,14.2,13.8,,,
David,Vazquez,david.vazquez.1152@gslingacademy.com,16.8,14.4,19.0,,,
Desiree,Moore,desiree.moore.1153@gslingacademy.com,17.8,13.6,12.2,,,
Jessica,Turner,jessica.turner.1154@gslingacademy.com,20.0,16.2,15.6,,,
Scott,Bishop,scott.bishop.1155@gslingacademy.com,19.4,15.0,19.4,,,
Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,19.4,14.2,16.6,,,
Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,18.6,17.0,16.2,,,
Brittany,Welch,brittany.welch.1158@gslingacademy.com,14.0,17.4,19.0,,,
Robert,Ross,robert.ross.1159@gslingacademy.com,16.4,18.8,12.2,,,
Jennifer,White,jennifer.white.1160@gslingacademy.com,9.8,16.6,12.8,,,
Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,19.0,13.4,12.4,,,
Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,12.2,14.2,14.6,,,
Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,14.6,19.4,17.6,,,
Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,12.6,12.8,13.8,,,
Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,19.8,15.2,15.6,,,
Frank,Lopez,frank.lopez.1166@gslingacademy.com,15.0,12.8,16.6,,,
Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,13.2,19.2,13.6,,,
Crystal,Miller,crystal.miller.1168@gslingacademy.com,17.2,14.4,17.2,,,
Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,14.2,18.4,14.6,,,
Arthur,Brown,arthur.brown.1170@gslingacademy.com,15.8,16.8,13.8,,,
Corey,Monroe,corey.monroe.1171@gslingacademy.com,17.2,14.6,14.8,,,
Angel,Green,angel.green.1172@gslingacademy.com,19.0,17.6,18.4,,,
Tina,Anderson,tina.anderson.1173@gslingacademy.com,15.8,17.0,13.2,,,
Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,15.6,16.0,12.4,,,
Terry,Dean,terry.dean.1175@gslingacademy.com,19.4,18.6,18.2,,,
Tyler,Martin,tyler.martin.1176@gslingacademy.com,18.4,13.6,15.2,,,
Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,15.8,18.4,12.8,,,
Mark,Stevens,mark.stevens.1178@gslingacademy.com,18.6,17.6,19.4,,,
Scott,Tate,scott.tate.1179@gslingacademy.com,16.4,16.2,12.6,,,
Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,17.6,18.0,17.6,,,
Nicole,Newman,nicole.newman.1181@gslingacademy.com,14.8,18.8,12.2,,,
Brent,Burton,brent.burton.1182@gslingacademy.com,18.6,15.4,14.6,,,
Victor,Bright,victor.bright.1183@gslingacademy.com,14.0,13.0,12.8,,,
Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,19.4,19.6,15.2,,,
Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,12.0,16.6,15.0,,,
Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,14.8,18.2,13.2,,,
Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,18.6,18.2,17.6,,,
Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,18.2,14.8,15.0,,,
Jessica,Williams,jessica.williams.1189@gslingacademy.com,16.8,13.4,19.4,,,
Hector,Cox,hector.cox.1190@gslingacademy.com,17.2,15.0,14.4,,,
Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,20.0,12.4,20.0,,,
Adam,Wallace,adam.wallace.1192@gslingacademy.com,17.4,17.4,19.6,,,
Kelly,Harris,kelly.harris.1193@gslingacademy.com,18.4,15.0,15.8,,,
Anthony,Clark,anthony.clark.1194@gslingacademy.com,15.6,19.8,13.4,,,
Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,15.8,16.0,13.6,,,
Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,18.4,16.4,17.0,,,
Rick,Garcia,rick.garcia.1197@gslingacademy.com,19.4,15.2,15.0,,,
Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,17.6,12.0,17.8,,,
Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,20.0,19.8,13.8,,,
Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,17.2,18.0,19.2,,,
Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,20.0,16.6,16.8,,,
Ashley,York,ashley.york.1202@gslingacademy.com,13.0,14.6,17.8,,,
Charles,Rangel,charles.rangel.1203@gslingacademy.com,15.8,14.2,13.4,,,
Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,13.2,13.6,13.4,,,
Ronald,Lane,ronald.lane.1205@gslingacademy.com,19.8,18.0,13.0,,,
Emma,Andrews,emma.andrews.1206@gslingacademy.com,14.8,18.6,18.0,,,
Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,16.6,15.8,19.2,,,
Sean,Erickson,sean.erickson.1208@gslingacademy.com,12.2,12.0,13.6,,,
Heather,Davis,heather.davis.1209@gslingacademy.com,15.8,17.6,14.8,,,
Kimberly,Bailey,kimberly.bailey.1210@gslingacademy.com,13.8,13.0,15.6,,,
Tracy,Garcia,tracy.garcia.1211@gslingacademy.com,14.8,16.4,15.6,,,
Brenda,Rhodes,brenda.rhodes.1212@gslingacademy.com,19.6,14.2,16.8,,,
Sarah,Brooks,sarah.brooks.1213@gslingacademy.com,17.6,12.0,17.6,,,
Jennifer,Beck,jennifer.beck.1214@gslingacademy.com,11.0,18.2,15.6,,,
Allison,Bond,allison.bond.1215@gslingacademy.com,16.2,19.6,17.6,,,
Jessica,Smith,jessica.smith.1216@gslingacademy.com,15.2,14.4,12.2,,,
Carol,Nguyen,carol.nguyen.1217@gslingacademy.com,13.0,19.6,19.4,,,
George,Francis,george.francis.1218@gslingacademy.com,12.2,19.2,14.8,,,
Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,14.0,12.6,15.4,,,
Linda,George,linda.george.1220@gslingacademy.com,17.0,17.0,15.4,,,
Larry,Bruce,larry.bruce.1221@gslingacademy.com,15.0,16.6,18.6,,,
Charles,Myers,charles.myers.1222@gslingacademy.com,16.6,11.4,14.0,,,
Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,11.8,13.6,19.2,,,
Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,19.0,18.0,13.2,,,
Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,17.8,12.0,19.0,,,
Jill,Anderson,jill.anderson.1226@gslingacademy.com,12.4,15.2,15.4,,,
David,Coffey,david.coffey.1227@gslingacademy.com,13.6,16.8,19.8,,,
Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,13.4,13.0,16.4,,,
Holly,Richardson,holly.richardson.1229@gslingacademy.com,18.8,18.6,13.8,,,
Justin,Brooks,justin.brooks.1230@gslingacademy.com,12.4,16.6,17.4,,,
Joan,Frederick,joan.frederick.1231@gslingacademy.com,17.6,19.4,18.8,,,
Loretta,Webb,loretta.webb.1232@gslingacademy.com,9.0,16.8,18.0,,,
Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,7.0,19.0,16.0,,,
Jaime,Houston,jaime.houston.1234@gslingacademy.com,14.0,14.4,19.4,,,
Jacqueline,Goodman,jacqueline.goodman.1235@gslingacademy.com,12.8,14.6,17.6,,,
Brian,Crawford,brian.crawford.1236@gslingacademy.com,17.6,15.2,16.8,,,
John,Reynolds,john.reynolds.1237@gslingacademy.com,17.4,14.4,17.2,,,
Heather,Marsh,heather.marsh.1238@gslingacademy.com,15.2,13.2,19.4,,,
Dawn,Flores,dawn.flores.1239@gslingacademy.com,16.4,17.8,17.0,,,
Christie,Lane,christie.lane.1240@gslingacademy.com,17.2,19.4,17.0,,,
Traci,Johnson,traci.johnson.1241@gslingacademy.com,19.8,17.8,18.4,,,
Robert,Hartman,robert.hartman.1242@gslingacademy.com,16.6,15.8,15.2,,,
Christopher,Porter,christopher.porter.1243@gslingacademy.com,10.2,17.8,15.4,,,
Phillip,Lynch,phillip.lynch.1244@gslingacademy.com,13.2,19.2,13.0,,,
Matthew,Green,matthew.green.1245@gslingacademy.com,6.0,14.4,13.6,,,
Jesse,Johnson,jesse.johnson.1246@gslingacademy.com,12.8,14.0,14.4,,,
Donna,Andrews,donna.andrews.1247@gslingacademy.com,19.2,12.2,16.0,,,
Timothy,Hall,timothy.hall.1248@gslingacademy.com,15.8,18.4,16.4,,,
Amy,Hicks,amy.hicks.1249@gslingacademy.com,14.2,17.2,16.4,,,
Susan,Wall,susan.wall.1250@gslingacademy.com,11.4,11.8,18.2,,,
David,Fields,david.fields.1251@gslingacademy.com,16.8,17.0,14.8,,,
Terri,Lyons,terri.lyons.1252@gslingacademy.com,18.4,18.0,14.2,,,
Eric,Jones,eric.jones.1253@gslingacademy.com,15.4,14.4,15.0,,,
Betty,Nguyen,betty.nguyen.1254@gslingacademy.com,12.8,19.2,14.2,,,
Albert,Anderson,albert.anderson.1255@gslingacademy.com,12.2,12.6,14.2,,,
Katrina,Montgomery,katrina.montgomery.1256@gslingacademy.com,19.4,19.8,15.0,,,
Samantha,Cole,samantha.cole.1257@gslingacademy.com,17.6,13.0,18.4,,,
Kathleen,Potts,kathleen.potts.1258@gslingacademy.com,17.4,12.4,17.0,,,
Melissa,Edwards,melissa.edwards.1259@gslingacademy.com,15.0,13.6,14.0,,,
Mark,Delgado,mark.delgado.1260@gslingacademy.com,15.0,16.2,12.6,,,
Derek,Bates,derek.bates.1261@gslingacademy.com,13.0,18.4,15.6,,,
Ryan,Ruiz,ryan.ruiz.1262@gslingacademy.com,19.0,13.8,13.0,,,
Charles,Gill,charles.gill.1263@gslingacademy.com,19.4,14.6,19.2,,,
Amanda,Edwards,amanda.edwards.1264@gslingacademy.com,17.4,18.6,16.8,,,
Emily,Waters,emily.waters.1265@gslingacademy.com,12.2,15.6,19.2,,,
John,Stevenson,john.stevenson.1266@gslingacademy.com,14.6,15.0,19.8,,,
Kevin,Hoffman,kevin.hoffman.1267@gslingacademy.com,16.6,14.2,17.8,,,
Joseph,Mcconnell,joseph.mcconnell.1268@gslingacademy.com,13.0,12.6,20.0,,,
Jessica,Smith,jessica.smith.1269@gslingacademy.com,15.2,17.8,17.0,,,
Shannon,Martinez,shannon.martinez.1270@gslingacademy.com,13.8,16.8,19.4,,,
Kenneth,Baker,kenneth.baker.1271@gslingacademy.com,17.6,19.8,18.4,,,
Margaret,Sanchez,margaret.sanchez.1272@gslingacademy.com,16.0,15.0,14.0,,,
Ryan,Hensley,ryan.hensley.1273@gslingacademy.com,9.8,17.0,12.6,,,
Sharon,Stephenson,sharon.stephenson.1274@gslingacademy.com,18.0,19.8,19.4,,,
Shawn,Cameron,shawn.cameron.1275@gslingacademy.com,18.4,14.4,16.2,,,
Stephanie,Kennedy,stephanie.kennedy.1276@gslingacademy.com,13.8,15.8,14.8,,,
Hayley,Abbott,hayley.abbott.1277@gslingacademy.com,16.4,13.8,12.4,,,
Rachel,Jacobs,rachel.jacobs.1278@gslingacademy.com,19.2,17.6,16.2,,,
Danielle,Tran,danielle.tran.1279@gslingacademy.com,20.0,16.8,18.6,,,
Autumn,Barrett,autumn.barrett.1280@gslingacademy.com,18.0,19.0,14.6,,,
Jennifer,Landry,jennifer.landry.1281@gslingacademy.com,17.2,16.0,18.4,,,
Sean,Rodriguez,sean.rodriguez.1282@gslingacademy.com,12.4,12.2,17.6,,,
Ryan,Long,ryan.long.1283@gslingacademy.com,15.4,18.0,16.2,,,
Robert,Hancock,robert.hancock.1284@gslingacademy.com,17.8,16.4,19.4,,,
Stephanie,Rodriguez,stephanie.rodriguez.1285@gslingacademy.com,13.4,19.0,19.2,,,
Kristen,Evans,kristen.evans.1286@gslingacademy.com,18.4,15.0,15.6,,,
Jaime,White,jaime.white.1287@gslingacademy.com,11.4,15.4,19.2,,,
Marcus,Howard,marcus.howard.1288@gslingacademy.com,13.2,19.6,16.2,,,
Lucas,Jenkins,lucas.jenkins.1289@gslingacademy.com,17.0,17.8,19.0,,,
Aaron,Ortiz,aaron.ortiz.1290@gslingacademy.com,13.8,14.2,12.8,,,
Todd,Stephens,todd.stephens.1291@gslingacademy.com,17.0,19.6,14.4,,,
Denise,Blackburn,denise.blackburn.1292@gslingacademy.com,19.2,15.2,19.8,,,
Susan,Perez,susan.perez.1293@gslingacademy.com,15.6,12.0,17.0,,,
Tyler,Green,tyler.green.1294@gslingacademy.com,13.6,16.0,15.8,,,
Rebecca,Daniel,rebecca.daniel.1295@gslingacademy.com,18.0,18.4,14.4,,,
Alexandria,Harris,alexandria.harris.1296@gslingacademy.com,17.6,19.6,17.6,,,
Danny,Taylor,danny.taylor.1297@gslingacademy.com,13.2,18.0,18.2,,,
